id_cliente,nombre_cliente,ocupacion,ingreso_mensual_declarado,nivel_riesgo_kyc,fecha_alta_sistema,monto_efectivo_recibido,monto_enviado,inconsistencia_efectivo,inconsistencia_salidas,cluster_comportamiento,sospechoso_ml
CLI-00015,Alta  Gracia Alta  Gracia Padilla,Profesionista Independiente,27504.21,Medio,2024-04-23,1042.66,36300.11,0.0379091055514774,34.81490610553776,0,0
CLI-00016,Juan Carlos Ruelas,Empleado Sector Privado,43588.03,Medio,2025-11-03,28642.25,69494.01,0.6571127440262843,2.426276217825066,0,0
CLI-00017,Ing. Bruno Bermúdez,Profesionista Independiente,19599.46,Medio,2025-12-25,10550.72,17682.129999999997,0.538316871995453,1.6759169042491886,0,0
CLI-00018,Gerardo Jos Valle,Empresario / Comerciante,69343.28,Alto,2023-08-14,11406.57,97234.79000000001,0.1644942379420183,8.52445476598136,4,1
CLI-00019,Srita. Ariadna Cadena,Profesionista Independiente,42167.67,Medio,2023-09-15,0.0,32175.25,0.0,0.0,0,0
CLI-00020,Soledad Lucio Valdez,Estudiante,6378.39,Bajo,2023-08-08,135.15,6884.66,0.021188732579851655,50.94088050314465,0,0
CLI-00021,Santiago Alejandro Ulloa Quesada,Jubilado,6622.74,Bajo,2024-10-24,1704.35,5047.52,0.25734816707284297,2.9615513245518823,0,0
CLI-00022,Sra. Natalia Navarro,Empresario / Comerciante,65760.04,Alto,2024-06-05,0.0,26667.6,0.0,0.0,0,0
CLI-00023,Dr. Oswaldo García,Profesionista Independiente,52323.21,Medio,2025-04-05,4461.82,68276.97,0.08527420240463075,15.302493153018276,0,0
CLI-00024,Noemí Llamas Cisneros,Jubilado,16510.87,Bajo,2024-12-11,9483.8,26419.39,0.57439735156294,2.7857388388620596,0,0
CLI-00025,Fabiola Jiménez,Profesionista Independiente,40980.85,Medio,2026-04-11,0.0,16296.27,0.0,0.0,0,0
CLI-00026,Lic. Ofelia Urías,Desempleado,278.22,Alto,2025-09-12,90.14,366.19,0.3239882107684566,4.0624583980474815,0,0
CLI-00027,Rafaél Enrique Treviño,Desempleado,911.59,Alto,2025-12-19,323.85,1722.72,0.3552583946730438,5.319499768411301,0,0
CLI-00028,Noemí Dulce Villagómez,Profesionista Independiente,59334.97,Medio,2024-05-05,24974.85,71363.97,0.42091282762930526,2.8574333779782464,0,0
CLI-00029,Dra. Susana Alcala,Empleado Sector Privado,40593.96,Medio,2024-07-25,12218.46,37669.5,0.3009920687708221,3.0829990031476964,0,0
CLI-00030,Fabiola Graciela Ramón Mares,Empresario / Comerciante,105594.72,Alto,2024-07-15,18644.09,88609.45,0.17656271071129315,4.752683021804764,4,1
CLI-00031,Dra. Olivia Sosa,Desempleado,3336.44,Alto,2025-12-17,2095.32,3853.29,0.6280106940331611,1.8389983391558329,0,0
CLI-00032,Lic. Pedro Reyes,Empleado Sector Privado,24215.97,Medio,2025-12-28,0.0,35956.270000000004,0.0,0.0,0,0
CLI-00033,Teodoro Vicente Báez,Empleado Sector Privado,34115.78,Medio,2023-11-18,0.0,47543.33,0.0,0.0,0,0
CLI-00034,Dra. Irma Castillo,Desempleado,3746.62,Alto,2024-09-12,0.0,7213.75,0.0,0.0,0,0
CLI-00035,Felix Jaramillo,Desempleado,285.61,Alto,2025-10-21,0.0,459.51,0.0,0.0,0,0
CLI-00036,Nayeli Feliciano,Desempleado,684.55,Alto,2024-06-13,351.6,1359.93,0.5136220875027391,3.8678327645051196,0,0
CLI-00037,Amalia Núñez Rendón,Desempleado,979.24,Alto,2024-08-09,261.55,1452.49,0.26709488991462765,5.5533932326515005,0,0
CLI-00038,Yeni Velázquez Leiva,Empresario / Comerciante,125891.09,Alto,2024-06-07,0.0,20655.11,0.0,0.0,0,0
CLI-00039,Eric Sotelo Esparza,Desempleado,2752.65,Alto,2024-07-24,149.8,2087.7200000000003,0.05442028590630847,13.936715620827771,0,0
CLI-00040,Sra. Daniela Pedraza,Empleado Sector Privado,34592.27,Medio,2023-09-16,0.0,17168.019999999997,0.0,0.0,0,0
CLI-00041,Zacarías Contreras,Estudiante,3374.29,Bajo,2025-02-26,1269.75,5645.01,0.37630138488393117,4.445764914353219,0,0
CLI-00042,Hermelinda Lerma,Estudiante,6830.27,Bajo,2025-11-01,1912.0900000000001,6861.95,0.2799435454235338,3.5887170582974646,0,0
CLI-00043,Esparta Castellanos Reyna,Empresario / Comerciante,103548.18,Alto,2024-02-06,0.0,41104.94,0.0,0.0,0,0
CLI-00044,Isaac Tomás Acosta,Empleado Sector Privado,42133.49,Medio,2024-05-09,0.0,25943.14,0.0,0.0,0,0
CLI-00045,Lic. Oswaldo Ruelas,Jubilado,16392.78,Bajo,2024-07-22,1464.63,20166.99,0.08934604136699206,13.769341062247804,0,0
CLI-00046,Ing. Ramiro Tapia,Profesionista Independiente,24568.19,Medio,2025-02-16,6367.93,18027.16,0.2591941042461818,2.8309293600903276,0,0
CLI-00047,Dulce Marisol Téllez,Empresario / Comerciante,129126.38,Alto,2025-03-12,9501.24,58463.38,0.07358093675358977,6.1532368406650075,4,1
CLI-00048,Jorge Gil Guillen,Desempleado,1835.41,Alto,2025-03-22,716.0,1588.18,0.3901035735884625,2.218128491620112,0,0
CLI-00049,Lilia del Río,Profesionista Independiente,21283.36,Medio,2025-03-24,0.0,6800.049999999999,0.0,0.0,0,0
CLI-00050,Sr. Miguel Archuleta,Desempleado,2245.47,Alto,2025-03-21,1898.5900000000001,3129.32,0.845520091562123,1.6482336892114675,0,0
CLI-00051,Genaro Espartaco Padilla,Profesionista Independiente,48615.62,Medio,2025-03-19,21949.79,58147.25,0.45149665889275914,2.6491027932385687,0,0
CLI-00052,Marcela Nájera,Empresario / Comerciante,229564.58,Alto,2024-01-10,45620.46,106023.63,0.19872604040222583,2.324036846625396,4,1
CLI-00053,Beatriz Cornejo,Empresario / Comerciante,122399.29,Alto,2025-02-18,52145.78,122559.46,0.4260300856320327,2.350323650350997,4,1
CLI-00054,Alejandro Manuel Acuña,Empleado Sector Privado,28814.37,Medio,2023-09-19,3939.12,32780.18,0.13670678900840103,8.321701293689962,0,0
CLI-00055,Sandra Alvarado Jaime,Estudiante,6534.69,Bajo,2026-05-19,1259.22,6100.23,0.19269774082626723,4.844451327011959,0,0
CLI-00056,Dulce Estefanía Aguirre,Estudiante,2917.05,Bajo,2024-02-24,493.24,4573.639999999999,0.16908863406523714,9.272646176303624,0,0
CLI-00057,Sonia León Angulo,Empleado Sector Privado,38138.62,Medio,2024-12-01,0.0,22910.83,0.0,0.0,0,0
CLI-00058,Srita. Paulina Osorio,Empresario / Comerciante,169281.81,Alto,2023-09-05,0.0,195848.59,0.0,0.0,4,1
CLI-00059,Leonor Helena Báez Valencia,Empresario / Comerciante,126323.86,Alto,2024-08-07,15453.59,67295.23,0.12233310476738124,4.354666456143847,4,1
CLI-00060,Trinidad Díaz Laureano,Empresario / Comerciante,155822.87,Alto,2025-12-13,16993.19,98723.65,0.10905453095556512,5.809600787138848,4,1
CLI-00061,Diego Granados,Jubilado,16190.14,Bajo,2024-06-07,0.0,18916.510000000002,0.0,0.0,0,0
CLI-00062,Dra. Sessa Orozco,Estudiante,6081.7,Bajo,2025-09-01,2274.81,9412.39,0.3740417975237187,4.137659848514821,0,0
CLI-00063,Olga Lucía Razo Razo,Estudiante,6090.26,Bajo,2025-08-19,3944.86,5370.88,0.6477326091168522,1.3614881136466186,0,0
CLI-00064,Sofía Guerrero Cardona,Jubilado,14761.41,Bajo,2024-03-25,2951.27,11772.73,0.1999314428635205,3.9890386172732417,0,0
CLI-00065,Zoé Ivonne Fuentes,Desempleado,1360.7,Alto,2024-05-07,378.53,714.91,0.27818769750863526,1.888648191688902,0,0
CLI-00066,Andrea Marisol Chavarría,Profesionista Independiente,34564.44,Medio,2024-04-26,6100.379999999999,55784.83,0.17649295055843517,9.144484441952798,0,0
CLI-00067,Carmen Cantú Almonte,Empresario / Comerciante,50649.06,Alto,2025-10-22,0.0,12377.1,0.0,0.0,0,0
CLI-00068,Dr. Daniel Grijalva,Desempleado,3503.41,Alto,2026-01-05,0.0,2095.05,0.0,0.0,0,0
CLI-00069,Mónica Camila Esquivel Vallejo,Profesionista Independiente,58734.96,Medio,2024-08-09,20016.63,23176.17,0.34079583947958764,1.157845751257829,0,0
CLI-00070,Timoteo Granado Roque,Empleado Sector Privado,28753.5,Medio,2025-11-01,15507.330000000002,52719.71,0.539319734988784,3.3996639008778424,0,0
CLI-00071,Rodolfo Anguiano,Estudiante,7223.11,Bajo,2026-02-07,1137.23,3169.07,0.1574432619744127,2.78665705266305,0,0
CLI-00072,Germán Alcántar Quintero,Profesionista Independiente,52875.12,Medio,2023-12-21,11224.81,42237.55,0.21228906903662817,3.762874382728973,0,0
CLI-00073,Wendolin Inés Bahena,Jubilado,12916.61,Bajo,2024-07-09,0.0,18582.35,0.0,0.0,0,0
CLI-00074,Ing. Gilberto Jimínez,Empleado Sector Privado,24339.16,Medio,2024-06-22,1641.08,41225.04,0.06742549866141641,25.120676627586715,0,0
CLI-00075,Clara Grijalva,Empleado Sector Privado,29799.51,Medio,2026-03-07,22661.33,48784.45,0.7604598196413298,2.1527619958757933,0,0
CLI-00076,Josefina Hermelinda Quintanilla,Jubilado,16940.42,Bajo,2026-05-01,1961.45,19772.649999999998,0.1157852048532445,10.080629126411582,0,0
CLI-00077,Serafín Enríquez Riojas,Jubilado,9214.03,Bajo,2025-10-21,2394.29,9082.31,0.25985263777087764,3.7933207756788025,0,0
CLI-00078,José Emilio Palomino,Estudiante,2671.21,Bajo,2024-08-27,0.0,1793.5100000000002,0.0,0.0,0,0
CLI-00079,Agustín Valles,Profesionista Independiente,54542.48,Medio,2023-07-11,15779.63,90089.16,0.2893089936504537,5.709206109395468,0,0
CLI-00080,Lic. Jonás Mejía,Profesionista Independiente,25775.35,Medio,2024-09-26,3147.67,15264.400000000001,0.12211938926144554,4.849428307287613,0,0
CLI-00081,Indira Villagómez,Empleado Sector Privado,40974.32,Medio,2026-01-09,4747.15,38594.09,0.11585671220413175,8.129949548676574,0,0
CLI-00082,Vanesa Leticia Bermúdez,Estudiante,2513.92,Bajo,2025-05-20,2861.24,4104.53,1.138158732179226,1.4345283862940543,0,0
CLI-00083,Elena Aguirre Fajardo,Empresario / Comerciante,213204.65,Alto,2025-08-04,0.0,383613.94,0.0,0.0,4,1
CLI-00084,Paola Gastélum Jaime,Jubilado,14955.85,Bajo,2023-11-26,5859.35,9958.859999999999,0.39177646205331024,1.699652691851485,0,0
CLI-00085,Julio César Campos,Empleado Sector Privado,33771.78,Medio,2023-09-08,9309.44,63525.48,0.2756573683708706,6.823770280489482,0,0
CLI-00086,Teresa Teresa Batista,Jubilado,7146.65,Bajo,2026-02-18,1991.89,5617.46,0.2787166014846117,2.8201657722062965,0,0
CLI-00087,Raquel Galindo,Jubilado,16341.63,Bajo,2025-03-28,0.0,10431.220000000001,0.0,0.0,0,0
CLI-00088,Gonzalo Octavio Nazario,Empresario / Comerciante,242872.58,Alto,2025-02-02,0.0,288437.86,0.0,0.0,4,1
CLI-00089,Hilda Ramírez Segovia,Jubilado,14818.45,Bajo,2025-07-21,972.47,13318.17,0.06562562211297403,13.695198823614096,0,0
CLI-00090,Homero Gregorio Granados,Desempleado,804.6,Alto,2026-02-24,215.29,1150.19,0.26757394978871485,5.342514747549817,0,0
CLI-00091,María Cristina Jaqueline Prado,Profesionista Independiente,32954.65,Medio,2026-02-20,3075.39,26955.72,0.09332188325471519,8.764976149366422,0,0
CLI-00092,Homero Balderas Ibarra,Desempleado,2599.51,Alto,2024-09-19,1163.69,4076.8,0.44765744313351363,3.5033385179901866,0,0
CLI-00093,Srita. Lourdes Villalpando,Empresario / Comerciante,229922.82,Alto,2024-12-13,0.0,204452.46,0.0,0.0,4,1
CLI-00094,Juan Carlos Vela Quesada,Empresario / Comerciante,74200.84,Alto,2025-08-11,0.0,43643.08,0.0,0.0,0,0
CLI-00095,Elvia Magaña Armenta,Empleado Sector Privado,14112.85,Medio,2025-06-03,2788.47,15436.08,0.19758376231590358,5.535680857244295,0,0
CLI-00096,Raquel Pilar Ceja,Estudiante,5529.85,Bajo,2026-01-16,0.0,2109.73,0.0,0.0,0,0
CLI-00097,Aldo Martín Apodaca Casanova,Empleado Sector Privado,31418.52,Medio,2024-04-19,7702.34,19789.23,0.24515285888705132,2.5692490853428955,0,0
CLI-00098,Sonia Mayte Sosa,Estudiante,2425.96,Bajo,2024-05-23,1191.9299999999998,5136.29,0.49132302263846056,4.309221179096088,0,0
CLI-00099,Carla Hermelinda Aragón Pichardo,Desempleado,235.5,Alto,2023-09-07,156.43,401.87,0.6642462845010616,2.569008502205459,0,0
CLI-00100,Porfirio Antonio Urías García,Estudiante,7432.52,Bajo,2025-12-17,0.0,7047.21,0.0,0.0,0,0
CLI-00101,Rocío Quintero Apodaca,Profesionista Independiente,18188.58,Medio,2024-05-27,0.0,11374.59,0.0,0.0,0,0
CLI-00102,Sr. Rubén Gurule,Empleado Sector Privado,21189.75,Medio,2024-09-10,0.0,28131.82,0.0,0.0,0,0
CLI-00103,Benjamín Renato Carrasco,Empresario / Comerciante,92847.36,Alto,2025-06-29,1998.71,54641.3,0.021526837165860183,27.338283192659265,0,0
CLI-00104,José Luis Palomino Ulibarri,Empleado Sector Privado,35870.63,Medio,2025-03-08,0.0,28019.42,0.0,0.0,0,0
CLI-00105,Zeferino Reyna Ontiveros,Jubilado,12490.75,Bajo,2025-01-19,4633.16,17442.56,0.3709272861917819,3.764722133489886,0,0
CLI-00106,Ing. Helena Nieves,Empleado Sector Privado,37892.44,Medio,2023-08-31,5808.35,29807.22,0.15328519356367656,5.131787857136708,0,0
CLI-00107,Reina Sofía Zavala Ballesteros,Empresario / Comerciante,88081.98,Alto,2023-11-22,3153.3,101216.06,0.03579960395985649,32.098455586211266,4,1
CLI-00108,Tomás Hugo Valencia,Estudiante,5953.9,Bajo,2024-01-16,942.43,5786.88,0.15828784494197082,6.140381779018071,0,0
CLI-00109,Ing. Dulce Carrasco,Profesionista Independiente,34061.04,Medio,2024-07-13,0.0,10927.66,0.0,0.0,0,0
CLI-00110,Juan Carlos Alvaro Rascón Quiroz,Empresario / Comerciante,222767.35,Alto,2025-02-11,86276.87,249870.27,0.3872958492346387,2.8961443547963666,1,0
CLI-00111,Ing. Yeni Alfaro,Estudiante,6040.19,Bajo,2026-05-20,1677.27,6499.5599999999995,0.2776849734859334,3.8750827237117456,0,0
CLI-00112,Socorro Villarreal,Desempleado,393.67,Alto,2025-08-26,102.46,849.51,0.2602687530164859,8.291138005075151,0,0
CLI-00113,Esther Lomeli,Empresario / Comerciante,195642.72,Alto,2023-08-29,0.0,122393.99,0.0,0.0,4,1
CLI-00114,Elena Corral López,Estudiante,3491.94,Bajo,2025-06-18,1057.78,5263.89,0.30292043964100185,4.976356142108946,0,0
CLI-00115,Esparta Juana Negrón,Empleado Sector Privado,29697.43,Medio,2024-04-15,2262.3,19738.55,0.07617830903212837,8.724992264509568,0,0
CLI-00116,Benjamín Mariano Carmona,Empleado Sector Privado,25922.09,Medio,2023-10-12,7149.98,15442.96,0.27582575324751973,2.159860587022621,0,0
CLI-00117,Srita. Ana Anaya,Profesionista Independiente,35818.26,Medio,2025-06-14,12616.55,62303.8,0.3522379367395289,4.9382596668661405,0,0
CLI-00118,Conchita Elena Mojica Valentín,Estudiante,4658.78,Bajo,2024-04-23,492.01,5955.35,0.10560919382327563,12.104123899920735,0,0
CLI-00119,Ing. Jorge Luis Urbina,Jubilado,6272.81,Bajo,2026-02-03,0.0,4643.83,0.0,0.0,0,0
CLI-00120,Esmeralda Frida Vega Mata,Desempleado,3997.13,Alto,2026-04-02,0.0,5664.219999999999,0.0,0.0,0,0
CLI-00121,Leonel Rosario Saiz,Estudiante,7813.98,Bajo,2023-12-28,2930.74,8084.54,0.3750636679387457,2.758531974859592,0,0
CLI-00122,Paola Gálvez Preciado,Empleado Sector Privado,17488.27,Medio,2025-01-26,7092.07,26073.55,0.40553296581079773,3.676437203806505,0,0
CLI-00123,Lic. María del Carmen Vanegas,Empresario / Comerciante,146271.68,Alto,2025-06-24,0.0,107275.26999999999,0.0,0.0,4,1
CLI-00124,Bruno Zacarías Camacho Alcaraz,Empresario / Comerciante,230488.57,Alto,2025-03-15,10332.68,353093.28,0.04482946811635822,34.17247800183495,4,1
CLI-00125,Zeferino René Lebrón Tovar,Empleado Sector Privado,24506.11,Medio,2024-05-04,8410.41,29890.22,0.3431964518236472,3.5539551579530606,0,0
CLI-00126,Amalia Sandra Ortiz,Empresario / Comerciante,103040.61,Alto,2025-09-02,0.0,78599.06,0.0,0.0,4,1
CLI-00127,Pascual Ávalos Cornejo,Empresario / Comerciante,107049.85,Alto,2025-10-27,0.0,101742.8,0.0,0.0,4,1
CLI-00128,Miguel Granados Segura,Desempleado,3829.27,Alto,2025-02-17,754.03,4429.97,0.19691220519837985,5.875058021564129,0,0
CLI-00129,Eloy Ramiro Guzmán,Jubilado,13604.33,Bajo,2024-02-24,1017.39,17370.04,0.0747842782408248,17.073138127954866,0,0
CLI-00130,Minerva Escobedo Arguello,Empresario / Comerciante,80959.37,Alto,2024-06-24,1398.33,101282.44,0.017271997052348605,72.4309998355181,4,1
CLI-00131,Estela Caldera,Profesionista Independiente,24796.54,Medio,2026-03-10,0.0,12352.5,0.0,0.0,0,0
CLI-00132,Miguel Ángel Vásquez Sierra,Estudiante,5475.08,Bajo,2026-05-13,1267.46,7190.02,0.23149616078669172,5.672778628122387,0,0
CLI-00133,Jaqueline Yeni Acosta,Jubilado,5792.45,Bajo,2026-02-23,1363.1,4077.38,0.23532356774767152,2.9912552270559756,0,0
CLI-00134,Luis Miguel Zacarías Magaña,Profesionista Independiente,17572.44,Medio,2024-04-22,0.0,22219.06,0.0,0.0,0,0
CLI-00135,Emiliano Santiago,Jubilado,11198.25,Bajo,2025-07-28,0.0,6881.93,0.0,0.0,0,0
CLI-00136,Reynaldo Alejandro Caldera Villareal,Jubilado,7046.63,Bajo,2025-03-18,937.88,4025.16,0.13309624600695652,4.2917644048279096,0,0
CLI-00137,Gabino Barraza Flórez,Jubilado,6041.45,Bajo,2023-08-15,1110.09,8115.37,0.18374562398099792,7.310551396733598,0,0
CLI-00138,Benito Salinas,Empleado Sector Privado,14261.2,Medio,2024-08-19,2018.26,13341.68,0.14152105012200936,6.610486260442163,0,0
CLI-00139,Lic. Claudia Mena,Estudiante,6051.28,Bajo,2024-10-04,2227.7400000000002,6187.66,0.3681435993707117,2.7775503424995733,0,0
CLI-00140,Wilfrido Benito Villaseñor,Empleado Sector Privado,25324.59,Medio,2024-02-16,0.0,13840.11,0.0,0.0,0,0
CLI-00141,Sonia Irizarry,Jubilado,8200.8,Bajo,2023-09-10,5422.21,10031.32,0.6611806165252171,1.8500426947683692,0,0
CLI-00142,Sr. Gerónimo Flores,Jubilado,5516.64,Bajo,2025-07-24,1810.56,7451.71,0.3281997737753415,4.115693487097914,0,0
CLI-00143,Helena Valenzuela Bravo,Estudiante,4515.35,Bajo,2025-02-04,1893.4299999999998,6976.24,0.4193318347414928,3.6844456885123824,0,0
CLI-00144,Nelly Olivia de la Fuente,Jubilado,12347.95,Bajo,2026-05-23,0.0,15600.81,0.0,0.0,0,0
CLI-00145,Estela Sierra,Profesionista Independiente,57061.78,Medio,2023-09-03,24863.85,54746.509999999995,0.4357356184822836,2.2018516842725484,0,0
CLI-00146,Lorena Rebeca Solorzano Bahena,Empleado Sector Privado,34100.96,Medio,2023-08-26,14341.64,42118.85,0.42056411315106673,2.936822427560586,0,0
CLI-00147,Dra. Norma Sanches,Profesionista Independiente,25740.87,Medio,2023-08-23,5396.13,17759.739999999998,0.2096327746498079,3.2911994336682024,0,0
CLI-00148,Pamela Ulloa Yáñez,Empresario / Comerciante,76175.66,Alto,2026-02-21,234.22,57383.49,0.0030747354207367548,244.99824950900862,2,0
CLI-00149,José Carlos Espinosa,Desempleado,1199.99,Alto,2025-09-03,549.28,1208.82,0.45773714780956504,2.200735508301777,0,0
CLI-00150,Dra. Minerva Enríquez,Profesionista Independiente,56805.82,Medio,2023-08-23,15996.48,32555.28,0.28159931499976587,2.035152733601392,0,0
CLI-00151,Adela Georgina Curiel,Estudiante,2055.89,Bajo,2024-08-09,0.0,2009.9699999999998,0.0,0.0,0,0
CLI-00152,Jesús Renato Alonso Casillas,Jubilado,17979.91,Bajo,2024-10-07,9571.75,28683.66,0.5323580596343364,2.9966996630710163,0,0
CLI-00153,Marcela Fabiola Huerta,Estudiante,2439.56,Bajo,2026-05-05,518.73,4661.85,0.21263260587974883,8.987045283673588,0,0
CLI-00154,Lic. Eduardo Griego,Empleado Sector Privado,28694.19,Medio,2025-09-15,12499.93,23546.989999999998,0.4356258183276824,1.883769749110595,0,0
CLI-00155,Leonel José Carlos Ríos,Empleado Sector Privado,42797.56,Medio,2026-01-29,10197.88,31606.899999999998,0.2382818085890878,3.099359866952739,0,0
CLI-00156,Rosario Pilar Saldaña,Estudiante,7275.62,Bajo,2023-11-25,1534.01,5047.89,0.2108425123906966,3.2906499957627395,0,0
CLI-00157,Perla Luevano Becerra,Profesionista Independiente,27824.43,Medio,2025-09-21,15311.43,43549.53,0.5502872835130854,2.8442496879781967,0,0
CLI-00158,Srita. Camila Pedraza,Empresario / Comerciante,216748.99,Alto,2025-03-25,50619.83,325064.62,0.2335412497193182,6.421685335569084,1,0
CLI-00159,Serafín Luis Manuel Terán,Desempleado,1210.07,Alto,2025-01-28,1062.29,2562.79,0.8778748336873073,2.41251447344887,0,0
CLI-00160,Wilfrido Víctor Bravo Saiz,Desempleado,2115.76,Alto,2025-08-06,253.18,1239.21,0.11966385601391462,4.894580930563236,0,0
CLI-00161,Natividad Solorio Noriega,Desempleado,3268.42,Alto,2024-09-24,621.98,2975.52,0.19029990025761684,4.78394803691437,0,0
CLI-00162,Jerónimo Ramón Chavarría Rentería,Profesionista Independiente,56929.02,Medio,2025-06-26,47362.979999999996,95750.59999999999,0.8319654896571204,2.0216337738883827,4,1
CLI-00163,Ruby Socorro Contreras,Estudiante,7633.58,Bajo,2024-12-19,0.0,11239.8,0.0,0.0,0,0
CLI-00164,Ángel Eloy Moreno,Empleado Sector Privado,20727.38,Medio,2026-04-16,6129.3099999999995,24037.010000000002,0.29571079412834617,3.921650234691997,0,0
CLI-00165,José Carlos Armando Olivas,Estudiante,6454.5,Bajo,2024-07-15,1358.26,11489.12,0.21043612983190021,8.458704519016978,0,0
CLI-00166,Rebeca Eloisa Barrios,Empleado Sector Privado,20987.49,Medio,2024-02-01,0.0,7894.57,0.0,0.0,0,0
CLI-00167,Vicente Treviño Pulido,Jubilado,7738.19,Bajo,2023-10-30,3245.75,5322.030000000001,0.4194456326350219,1.639691904798583,0,0
CLI-00168,Eric Hernán Ordóñez,Profesionista Independiente,24161.88,Medio,2025-12-23,0.0,20504.49,0.0,0.0,0,0
CLI-00169,Dra. Eva Carrero,Desempleado,3411.65,Alto,2026-02-05,1511.2,4893.58,0.44295282341389064,3.2382080465854948,0,0
CLI-00170,Luis Miguel Ramón Collado,Jubilado,11350.91,Bajo,2024-01-20,3646.6800000000003,13763.310000000001,0.3212676340487239,3.7742028365527,0,0
CLI-00171,Dra. Antonia Lemus,Estudiante,2553.79,Bajo,2025-06-18,490.98,1897.02,0.1922554321224533,3.8637419039472074,0,0
CLI-00172,Dr. Germán Corral,Empresario / Comerciante,215869.62,Alto,2023-09-02,0.0,114570.48000000001,0.0,0.0,4,1
CLI-00173,María Elena Itzel Olivares,Estudiante,2021.27,Bajo,2024-08-17,0.0,2128.6,0.0,0.0,0,0
CLI-00174,Dulce Cristina Moreno,Empleado Sector Privado,33024.74,Medio,2025-10-15,12893.84,22915.65,0.39042972026426254,1.7772556507603632,0,0
CLI-00175,Rodrigo Lucas Lucero,Profesionista Independiente,22271.19,Medio,2024-09-13,0.0,18386.73,0.0,0.0,0,0
CLI-00176,Eloisa Balderas Castellanos,Empresario / Comerciante,160336.08,Alto,2023-08-19,66598.8,214330.52000000002,0.4153700152828983,3.2182339621734926,1,0
CLI-00177,Srita. Clara Tapia,Empresario / Comerciante,162181.37,Alto,2026-04-01,30396.52,179044.71,0.1874230067238919,5.890302903095486,4,1
CLI-00178,Martín Uriel Castro,Estudiante,2451.46,Bajo,2025-07-17,0.0,929.8100000000001,0.0,0.0,0,0
CLI-00179,Fidel Soto Zavala,Desempleado,3615.71,Alto,2024-07-10,2462.53,4362.59,0.6810640233868314,1.7715885694793565,0,0
CLI-00180,Esparta Andrea de Jesús,Jubilado,5468.37,Bajo,2024-04-12,3570.95,8707.61,0.6530190897836101,2.438457553312144,0,0
CLI-00181,Magdalena Lorena Aragón,Profesionista Independiente,41212.93,Medio,2025-09-25,0.0,31808.29,0.0,0.0,0,0
CLI-00182,Rebeca Llamas,Empleado Sector Privado,26182.96,Medio,2026-01-19,5767.19,13614.81,0.220265012053641,2.360735470827214,0,0
CLI-00183,Ing. Ernesto Barrera,Estudiante,3849.55,Bajo,2025-07-01,143.44,1542.08,0.037261498097180185,10.750697155605131,0,0
CLI-00184,Dr. Abelardo Rodarte,Estudiante,7393.55,Bajo,2024-12-03,3257.99,10334.64,0.4406530016027483,3.172090767620527,0,0
CLI-00185,Josefina María Cristina Espinal Acosta,Empleado Sector Privado,34508.2,Medio,2026-05-07,3502.55,25271.45,0.10149906399058777,7.21515752808668,0,0
