id_transaccion,id_cliente_origen,id_cliente_destino,tipo_transaccion,monto,fecha_hora,etiqueta_lavado,tipo_alerta,id_cliente,nombre_cliente,ocupacion,ingreso_mensual_declarado
TX-0030855,CLI-04749,SISTEMA,DEPOSITO_EFECTIVO,20045.58,2026-05-13 21:18:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0008843,CLI-01358,SISTEMA,DEPOSITO_EFECTIVO,15699.31,2026-05-13 22:01:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0007934,CLI-01220,SISTEMA,DEPOSITO_EFECTIVO,30352.58,2026-05-13 22:14:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0005488,CLI-00842,SISTEMA,DEPOSITO_EFECTIVO,42412.1,2026-05-13 23:43:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0025285,CLI-03902,SISTEMA,DEPOSITO_EFECTIVO,24367.08,2026-05-14 01:43:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0016394,CLI-02540,SISTEMA,DEPOSITO_EFECTIVO,29143.92,2026-05-14 02:50:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0029861,CLI-04601,SISTEMA,DEPOSITO_EFECTIVO,49203.31,2026-05-14 04:56:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0030824,CLI-04743,SISTEMA,DEPOSITO_EFECTIVO,22775.43,2026-05-14 06:18:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0010632,CLI-01637,SISTEMA,DEPOSITO_EFECTIVO,63881.93,2026-05-14 06:54:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0006822,CLI-01052,SISTEMA,DEPOSITO_EFECTIVO,25670.81,2026-05-14 07:53:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0004589,CLI-00706,SISTEMA,DEPOSITO_EFECTIVO,43189.8,2026-05-14 08:27:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0019555,CLI-03033,SISTEMA,DEPOSITO_EFECTIVO,31888.13,2026-05-14 08:58:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0010280,CLI-01580,SISTEMA,DEPOSITO_EFECTIVO,38435.52,2026-05-14 10:34:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0023140,CLI-03576,SISTEMA,DEPOSITO_EFECTIVO,16800.87,2026-05-14 10:42:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0021913,CLI-03386,SISTEMA,DEPOSITO_EFECTIVO,17355.47,2026-05-14 13:14:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0027278,CLI-04205,SISTEMA,DEPOSITO_EFECTIVO,29806.79,2026-05-14 13:17:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0023261,CLI-03593,SISTEMA,DEPOSITO_EFECTIVO,39192.66,2026-05-14 14:00:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0028421,CLI-04374,SISTEMA,DEPOSITO_EFECTIVO,32616.88,2026-05-14 14:17:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0001784,CLI-00266,SISTEMA,DEPOSITO_EFECTIVO,34794.52,2026-05-14 14:42:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0024162,CLI-03731,SISTEMA,DEPOSITO_EFECTIVO,34463.72,2026-05-14 16:11:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0013030,CLI-02016,SISTEMA,DEPOSITO_EFECTIVO,21953.74,2026-05-14 16:54:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0023915,CLI-03694,SISTEMA,DEPOSITO_EFECTIVO,56802.08,2026-05-14 19:07:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0022169,CLI-03428,SISTEMA,DEPOSITO_EFECTIVO,28873.1,2026-05-14 20:47:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0018998,CLI-02938,SISTEMA,DEPOSITO_EFECTIVO,18797.34,2026-05-15 01:31:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0019891,CLI-03083,SISTEMA,DEPOSITO_EFECTIVO,23885.23,2026-05-15 01:57:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0015889,CLI-02459,SISTEMA,DEPOSITO_EFECTIVO,49491.99,2026-05-15 03:23:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0027337,CLI-04216,SISTEMA,DEPOSITO_EFECTIVO,18833.94,2026-05-15 04:09:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0031177,CLI-04798,SISTEMA,DEPOSITO_EFECTIVO,22796.99,2026-05-15 05:54:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0016848,CLI-02610,SISTEMA,DEPOSITO_EFECTIVO,33044.67,2026-05-15 05:57:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0031450,CLI-04837,SISTEMA,DEPOSITO_EFECTIVO,62982.28,2026-05-15 06:25:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0000392,CLI-00060,SISTEMA,DEPOSITO_EFECTIVO,16993.19,2026-05-15 07:30:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0000954,CLI-00145,SISTEMA,DEPOSITO_EFECTIVO,15903.89,2026-05-15 09:00:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0025293,CLI-03903,SISTEMA,DEPOSITO_EFECTIVO,48003.0,2026-05-15 09:18:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0031980,CLI-04915,SISTEMA,DEPOSITO_EFECTIVO,20034.11,2026-05-15 09:52:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0021231,CLI-03282,SISTEMA,DEPOSITO_EFECTIVO,26469.54,2026-05-15 12:53:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0028236,CLI-04345,SISTEMA,DEPOSITO_EFECTIVO,27196.04,2026-05-15 14:03:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0010573,CLI-01625,SISTEMA,DEPOSITO_EFECTIVO,19420.19,2026-05-15 14:55:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0016185,CLI-02505,SISTEMA,DEPOSITO_EFECTIVO,34058.13,2026-05-15 16:03:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0029312,CLI-04512,SISTEMA,DEPOSITO_EFECTIVO,34718.29,2026-05-15 16:58:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0020429,CLI-03165,SISTEMA,DEPOSITO_EFECTIVO,32002.62,2026-05-15 18:42:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0010469,CLI-01606,SISTEMA,DEPOSITO_EFECTIVO,33919.2,2026-05-15 19:28:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0024062,CLI-03715,SISTEMA,DEPOSITO_EFECTIVO,23116.51,2026-05-15 20:28:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0004134,CLI-00633,SISTEMA,DEPOSITO_EFECTIVO,44214.83,2026-05-15 23:49:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0011621,CLI-01792,SISTEMA,DEPOSITO_EFECTIVO,19783.14,2026-05-16 00:08:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0020820,CLI-03222,SISTEMA,DEPOSITO_EFECTIVO,27483.77,2026-05-16 01:07:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0022601,CLI-03493,SISTEMA,DEPOSITO_EFECTIVO,28943.09,2026-05-16 02:02:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0011834,CLI-01824,SISTEMA,DEPOSITO_EFECTIVO,32749.21,2026-05-16 02:08:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0029745,CLI-04582,SISTEMA,DEPOSITO_EFECTIVO,33496.82,2026-05-16 02:15:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0003172,CLI-00481,SISTEMA,DEPOSITO_EFECTIVO,46245.6,2026-05-16 04:47:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0031126,CLI-04789,SISTEMA,DEPOSITO_EFECTIVO,38533.29,2026-05-16 05:14:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0014566,CLI-02259,SISTEMA,DEPOSITO_EFECTIVO,16870.01,2026-05-16 06:40:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0006102,CLI-00940,SISTEMA,DEPOSITO_EFECTIVO,19236.99,2026-05-16 06:43:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0003738,CLI-00566,SISTEMA,DEPOSITO_EFECTIVO,57199.3,2026-05-16 06:50:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0021248,CLI-03284,SISTEMA,DEPOSITO_EFECTIVO,43663.06,2026-05-16 07:24:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0016328,CLI-02526,SISTEMA,DEPOSITO_EFECTIVO,17131.75,2026-05-16 07:38:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0029817,CLI-04593,SISTEMA,DEPOSITO_EFECTIVO,36941.95,2026-05-16 07:48:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0030515,CLI-04695,SISTEMA,DEPOSITO_EFECTIVO,18122.56,2026-05-16 09:25:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0001326,CLI-00200,SISTEMA,DEPOSITO_EFECTIVO,25706.39,2026-05-16 12:40:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0002384,CLI-00361,SISTEMA,DEPOSITO_EFECTIVO,25445.38,2026-05-16 13:34:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0025447,CLI-03926,SISTEMA,DEPOSITO_EFECTIVO,15691.62,2026-05-16 15:27:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0012589,CLI-01943,SISTEMA,DEPOSITO_EFECTIVO,28519.99,2026-05-16 17:02:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0023856,CLI-03687,SISTEMA,DEPOSITO_EFECTIVO,21047.76,2026-05-16 18:59:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0015547,CLI-02407,SISTEMA,DEPOSITO_EFECTIVO,16369.56,2026-05-16 19:23:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0019303,CLI-02990,SISTEMA,DEPOSITO_EFECTIVO,26098.23,2026-05-16 19:46:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0016305,CLI-02524,SISTEMA,DEPOSITO_EFECTIVO,36620.16,2026-05-16 23:20:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0022587,CLI-03491,SISTEMA,DEPOSITO_EFECTIVO,16794.94,2026-05-16 23:57:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0016786,CLI-02601,SISTEMA,DEPOSITO_EFECTIVO,32269.1,2026-05-17 00:32:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0025758,CLI-03973,SISTEMA,DEPOSITO_EFECTIVO,24522.62,2026-05-17 01:16:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0005756,CLI-00883,SISTEMA,DEPOSITO_EFECTIVO,32640.83,2026-05-17 01:25:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0001041,CLI-00158,SISTEMA,DEPOSITO_EFECTIVO,22857.26,2026-05-17 01:29:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0021524,CLI-03328,SISTEMA,DEPOSITO_EFECTIVO,24566.68,2026-05-17 03:14:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0017016,CLI-02636,SISTEMA,DEPOSITO_EFECTIVO,19362.24,2026-05-17 03:40:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0020031,CLI-03105,SISTEMA,DEPOSITO_EFECTIVO,27133.51,2026-05-17 04:04:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0002340,CLI-00356,SISTEMA,DEPOSITO_EFECTIVO,18108.04,2026-05-17 05:12:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0008845,CLI-01358,SISTEMA,DEPOSITO_EFECTIVO,34329.13,2026-05-17 06:24:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0028901,CLI-04450,SISTEMA,DEPOSITO_EFECTIVO,25558.01,2026-05-17 08:40:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0015999,CLI-02475,SISTEMA,DEPOSITO_EFECTIVO,70376.88,2026-05-17 11:13:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0024378,CLI-03763,SISTEMA,DEPOSITO_EFECTIVO,16528.92,2026-05-17 12:11:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0024810,CLI-03831,SISTEMA,DEPOSITO_EFECTIVO,15916.12,2026-05-17 14:26:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0015722,CLI-02433,SISTEMA,DEPOSITO_EFECTIVO,30350.74,2026-05-17 14:35:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0011868,CLI-01828,SISTEMA,DEPOSITO_EFECTIVO,29782.58,2026-05-17 16:42:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0022505,CLI-03477,SISTEMA,DEPOSITO_EFECTIVO,32840.55,2026-05-17 18:02:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0001322,CLI-00200,SISTEMA,DEPOSITO_EFECTIVO,28768.63,2026-05-17 18:42:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0022760,CLI-03518,SISTEMA,DEPOSITO_EFECTIVO,19455.36,2026-05-17 22:16:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0002380,CLI-00361,SISTEMA,DEPOSITO_EFECTIVO,37777.91,2026-05-17 23:03:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0009343,CLI-01434,SISTEMA,DEPOSITO_EFECTIVO,38413.5,2026-05-17 23:28:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0003694,CLI-00558,SISTEMA,DEPOSITO_EFECTIVO,19589.0,2026-05-18 03:52:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0009892,CLI-01517,SISTEMA,DEPOSITO_EFECTIVO,15081.77,2026-05-18 04:25:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0020455,CLI-03170,SISTEMA,DEPOSITO_EFECTIVO,49489.72,2026-05-18 05:13:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0018063,CLI-02795,SISTEMA,DEPOSITO_EFECTIVO,36908.05,2026-05-18 05:22:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0002549,CLI-00385,SISTEMA,DEPOSITO_EFECTIVO,30704.6,2026-05-18 06:08:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0001172,CLI-00176,SISTEMA,DEPOSITO_EFECTIVO,23982.77,2026-05-18 07:39:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0000343,CLI-00052,SISTEMA,DEPOSITO_EFECTIVO,45620.46,2026-05-18 07:45:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0000507,CLI-00079,SISTEMA,DEPOSITO_EFECTIVO,15779.63,2026-05-18 09:16:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0023290,CLI-03598,SISTEMA,DEPOSITO_EFECTIVO,19635.69,2026-05-18 10:33:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0004591,CLI-00706,SISTEMA,DEPOSITO_EFECTIVO,26348.75,2026-05-18 11:13:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0018828,CLI-02912,SISTEMA,DEPOSITO_EFECTIVO,43484.66,2026-05-18 13:14:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0019604,CLI-03040,SISTEMA,DEPOSITO_EFECTIVO,42345.59,2026-05-18 13:51:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0009254,CLI-01422,SISTEMA,DEPOSITO_EFECTIVO,39811.42,2026-05-18 17:21:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0028233,CLI-04345,SISTEMA,DEPOSITO_EFECTIVO,33954.09,2026-05-18 20:14:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0027962,CLI-04306,SISTEMA,DEPOSITO_EFECTIVO,70529.02,2026-05-18 20:24:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0018760,CLI-02903,SISTEMA,DEPOSITO_EFECTIVO,65572.92,2026-05-18 20:27:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0003840,CLI-00583,SISTEMA,DEPOSITO_EFECTIVO,48544.11,2026-05-18 20:42:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0021911,CLI-03386,SISTEMA,DEPOSITO_EFECTIVO,23255.6,2026-05-18 22:07:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0006734,CLI-01038,SISTEMA,DEPOSITO_EFECTIVO,20816.81,2026-05-18 22:32:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0015997,CLI-02475,SISTEMA,DEPOSITO_EFECTIVO,20553.3,2026-05-19 00:46:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0018406,CLI-02849,SISTEMA,DEPOSITO_EFECTIVO,35078.34,2026-05-19 01:12:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0010388,CLI-01594,SISTEMA,DEPOSITO_EFECTIVO,28584.03,2026-05-19 01:12:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0028119,CLI-04329,SISTEMA,DEPOSITO_EFECTIVO,39102.6,2026-05-19 01:47:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0001725,CLI-00259,SISTEMA,DEPOSITO_EFECTIVO,29007.0,2026-05-19 02:19:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0020166,CLI-03127,SISTEMA,DEPOSITO_EFECTIVO,16608.19,2026-05-19 02:21:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0007861,CLI-01209,SISTEMA,DEPOSITO_EFECTIVO,21925.88,2026-05-19 04:51:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0016063,CLI-02484,SISTEMA,DEPOSITO_EFECTIVO,58780.18,2026-05-19 04:59:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0029208,CLI-04498,SISTEMA,DEPOSITO_EFECTIVO,42524.58,2026-05-19 05:46:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0013678,CLI-02120,SISTEMA,DEPOSITO_EFECTIVO,20846.77,2026-05-19 07:18:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0009369,CLI-01438,SISTEMA,DEPOSITO_EFECTIVO,15737.83,2026-05-19 08:23:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0014591,CLI-02263,SISTEMA,DEPOSITO_EFECTIVO,21964.69,2026-05-19 08:37:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0008348,CLI-01285,SISTEMA,DEPOSITO_EFECTIVO,29030.92,2026-05-19 09:26:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0024828,CLI-03834,SISTEMA,DEPOSITO_EFECTIVO,15690.25,2026-05-19 10:31:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0018512,CLI-02863,SISTEMA,DEPOSITO_EFECTIVO,22913.92,2026-05-19 11:07:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0009800,CLI-01504,SISTEMA,DEPOSITO_EFECTIVO,20082.46,2026-05-19 11:38:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0030167,CLI-04648,SISTEMA,DEPOSITO_EFECTIVO,27677.46,2026-05-19 12:42:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0027772,CLI-04278,SISTEMA,DEPOSITO_EFECTIVO,17705.0,2026-05-19 13:45:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0026821,CLI-04131,SISTEMA,DEPOSITO_EFECTIVO,34807.43,2026-05-19 13:53:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0004098,CLI-00627,SISTEMA,DEPOSITO_EFECTIVO,29604.16,2026-05-19 14:00:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0002379,CLI-00361,SISTEMA,DEPOSITO_EFECTIVO,44270.94,2026-05-19 15:07:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0007675,CLI-01180,SISTEMA,DEPOSITO_EFECTIVO,21770.84,2026-05-19 15:23:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0023310,CLI-03601,SISTEMA,DEPOSITO_EFECTIVO,51470.09,2026-05-19 15:32:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0021974,CLI-03395,SISTEMA,DEPOSITO_EFECTIVO,23602.52,2026-05-19 16:00:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0015050,CLI-02332,SISTEMA,DEPOSITO_EFECTIVO,56631.4,2026-05-19 16:05:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0023540,CLI-03637,SISTEMA,DEPOSITO_EFECTIVO,36693.57,2026-05-19 18:51:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0008419,CLI-01294,SISTEMA,DEPOSITO_EFECTIVO,54383.23,2026-05-19 19:58:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0011008,CLI-01697,SISTEMA,DEPOSITO_EFECTIVO,35161.63,2026-05-19 21:20:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0006101,CLI-00940,SISTEMA,DEPOSITO_EFECTIVO,25021.59,2026-05-19 23:33:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0028616,CLI-04405,SISTEMA,DEPOSITO_EFECTIVO,17178.37,2026-05-20 02:21:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0001724,CLI-00259,SISTEMA,DEPOSITO_EFECTIVO,31053.07,2026-05-20 06:21:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0003928,CLI-00598,SISTEMA,DEPOSITO_EFECTIVO,55751.52,2026-05-20 06:49:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0018710,CLI-02894,SISTEMA,DEPOSITO_EFECTIVO,22630.23,2026-05-20 08:05:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0016962,CLI-02628,SISTEMA,DEPOSITO_EFECTIVO,17185.25,2026-05-20 08:43:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0019021,CLI-02943,SISTEMA,DEPOSITO_EFECTIVO,15914.31,2026-05-20 09:34:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0005762,CLI-00883,SISTEMA,DEPOSITO_EFECTIVO,20921.05,2026-05-20 10:52:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0025891,CLI-03993,SISTEMA,DEPOSITO_EFECTIVO,44810.38,2026-05-20 12:24:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0018314,CLI-02834,SISTEMA,DEPOSITO_EFECTIVO,53826.33,2026-05-20 12:40:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0006403,CLI-00987,SISTEMA,DEPOSITO_EFECTIVO,51896.59,2026-05-20 13:18:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0028029,CLI-04316,SISTEMA,DEPOSITO_EFECTIVO,16284.73,2026-05-20 14:04:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0001785,CLI-00266,SISTEMA,DEPOSITO_EFECTIVO,18144.8,2026-05-20 15:56:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0030602,CLI-04711,SISTEMA,DEPOSITO_EFECTIVO,23148.52,2026-05-20 17:51:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0026543,CLI-04086,SISTEMA,DEPOSITO_EFECTIVO,16672.66,2026-05-20 18:31:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
TX-0025930,CLI-03999,SISTEMA,DEPOSITO_EFECTIVO,38727.27,2026-05-20 18:41:22,0,UMBRAL_EFECTIVO_EXCEDIDO,,,,
